"Thai","Vietnamese","POS_Tags_Thai"
"ꪶꪬ꪿ꪉ ꪬꪱ ꪛ꫁ꪱꪙ ꪑꪰꪉ ꪤꪴ꪿ ꪹꪠꪉ ꪼꪀ","tưởng nhớ bạn còn ở phương xa","cxđ. d. cxđ. p. cxđ. d."
"ꪢꪱꪀ ꪵꪉ ꪶꪬ꪿ꪉ","quýt bộp","cxđ. cxđ."
"ꪶꪭꪉ ꪨꪷ꪿ ꪼꪖ","khuôn lưỡi cày","cxđ. cxđ. d."
"ꪶꪭꪉ ꪵꪮ꫁ꪉ","khun ảnh","cxđ. d."
"ꪶꪭꪉ ꪵꪮꪚ ꪮ꫁ꪮꪥ","che mía","cxđ. cxđ."
"ꪶꪁꪙ ꪶꪭꪉ ꪹꪭꪸꪉ ꪹꪚꪱ꪿ ꪵꪭꪉ","người to xác không khỏe","d. cxđ. cxđ. d."
"ꪶꪬꪚ ꪣ꫁ꪮꪙ","nong tằm","cxđ. d."
"ꪶꪭꪚ ꪹꪐ꪿","hộp thịt","cxđ. cxđ."
"ꪶꪭꪚ ꪼꪣ꫁ ꪙꪳ꪿ꪉ","một khối gỗ","cxđ. d. .cxđ"
"ꪶꪭꪚ ꪶꪁꪙ","mẽ người","cxđ. d."
"ꪶꪭꪚ ꪭ꪿ꪱꪉ ꪹꪚꪱ꪿ ꪹꪝꪷꪉ ꪀꪽ","hình hài không cân đối","cxđ. cxđ. cxđ. d."
"ꪁꪷ ꪶꪬꪒ","rụt cổ","d. cxđ."
"ꪁꪷ꪿ ꪶꪬꪒ ꪮꪽ ꪑ꪿ꪽ","co rút cổ","đg. cxđ."
"ꪻꪚ ꪶꪬꪒ ꪮꪽ ꪑ꪿ꪽ","lúa cằn cọc","d. cxđ."
"ꪑꪷ ꪵꪋ ꪶꪬꪒ ꪵꪬ꪿ꪫ","búp chè héo quắt","cxđ. cxđ. cxđ."
"ꪻꪚ ꪻꪝ꫁ ꪥ꪿ꪱ ꪶꪬꪒ ꪬꪷ꪿","lá cây xấu hổ có quắp","d. cxđ. cxđ."
"ꪤ꫁ꪱꪙ ꪨꪱꪥ ꪶꪬꪒ ꪬꪷ꫁","sợ quá co vòi","đg. cxđ. cxđ."
"ꪣꪴ꫁ ꪹꪬꪸꪒ ꪯꪴ꪿ꪙ ꪑꪴ꪿ꪙ","mũ co rúm","d. cxđ. cxđ. cxđ."
"ꪹꪭꪷꪀ! ꪹꪮꪱ ꪙꪱ!","này! lấy đi!","UNK đg. UNK"
"ꪵꪩ꪿ꪙ ꪼꪜ ꪹꪭꪷꪣ ꪹꪭꪷꪣ","chạy đi rầm rập","cxđ. cxđ. cxđ."
"ꪹꪬꪷꪉ ꪣꪳ꫁","lâu ngày","t. đg."
"* ꪹꪬꪷꪉ ꪠꪺ ꪹꪬꪷꪉ ꪣꪸ","ghen vợ ghen chồng","SYM t. .cxđ t. cxđ."
"ꪹꪬꪷꪉ ꪹꪚꪱ꪿ ꪙꪱꪙ ꪹꪬꪸꪙ ꪹꪕ꪿ ꪙꪳ꪿ꪉ","lâu lâu thấy một lần","cxđ. đg. cxđ. .cxđ"
"ꪹꪬꪷꪉ ꪋꪰꪉ ꪶꪁꪙ ꪹꪏ ꪹꪊꪱ꫁","ghen ghét người hơn mình","cxđ. d. cxđ. cxđ."
"ꪹꪬꪷꪉ ꪬ꪿ꪱꪉ ꪶꪁꪙ ꪹꪠꪉ","cách biệt mỗi người một phương","cxđ. d. cxđ."
"ꪘ꫁ꪱ ꪫꪸꪀ ꪹꪬꪷꪉ ꪭꪲ","công việc lâu dài","cxđ. cxđ."
"ꪹꪬꪷꪉ ꪵꪀꪙ ꪩꪴꪀ ꪣꪸ","ghen tuông vợ con","cxđ. cxđ."
"ꪹꪬꪷꪉ ꪵꪀꪙ ꪀꪲꪙ ꪙꪴ꪿ꪉ","ghen tị ăn mặc","cxđ. cxđ."
"ꪹꪬꪷꪉ ꪵꪩ꫁ꪫ ꪹꪚꪱ꪿ ꪼꪜ ꪤꪱꪣ ꪛ꫁ꪱꪙ","lâu nay không đi thăm bạn","cxđ. cxđ. cxđ. cxđ. d."
"ꪵꪊ꪿ꪙ ꪼꪫ꫁ ꪹꪬꪷ꪿ꪉ ꪹꪬꪷ ꪊꪲ꪿ ꪶꪔ꪿ꪀ","chén để hững hờ rơi mất","cxđ. cxđ. cxđ. cxđ. cxđ."
"ꪵꪩ꪿ꪙ ꪼꪜ! ꪹꪬꪷꪚ!","chạy đi! hấp!","cxđ. UNK UNK"
"ꪶꪠꪙ ꪹꪚꪱ꪿ ꪹꪬꪷꪒ","mưa không ngớt","cxđ. cxđ. cxđ."
"ꪭꪴ ꪬꪴ","lỗ tai","cxđ. d."
"ꪬꪴ ꪢꪷ꫁ ꪵꪎꪉ","quai sanh","d. cxđ."
"ꪹꪖꪱ꫁ ꪵꪩ꫁ꪫ ꪑꪰꪉ ꪭꪴ꪿ ꪶꪩ꪿ꪉ","già rồi còn thính tai","đ. cxđ. cxđ. cxđ. cxđ."
"ꪬꪴ ꪔꪱ ꪠꪴ꫁ ꪹꪎꪷ꪿ꪀ","tai mắt kẻ địch","cxđ. cxđ. cxđ."
"ꪬꪴ꪿ ꪵꪄ꫁ꪫ ꪻꪬ꫁ ꪵꪝꪀ","cọ răng cho sạch","cxđ. cxđ. cxđ."
"ꪭꪴ ꪒꪰꪉ","lỗ mũi","cxđ. d."
"ꪭꪴ ꪘꪴ","hang chuột","cxđ. cxđ."
"ꪭꪴ ꪄꪺꪙ!","hú vía!","cxđ. UNK"
"* ꪭꪴ ꪹꪀꪱ꫁ ꪭꪴ ꪄꪺꪙ","hú hồn hú vía","SYM cxđ. cxđ. cxđ."
"ꪭꪴ ꪹꪉꪀ ꪕꪷ꪿ ꪻꪒ ꪊꪲ꪿ ꪝꪷ","mỏ khoét bao nhiêu cho đủ","cxđ. cxđ. cxđ. cxđ."
"ꪔꪱꪥ ꪶꪝ꫁ ꪭꪴ ꪶꪎꪚ","chết vì cái mồm","t. cxđ. cxđ."
"ꪩꪱꪀ ꪭꪴ꪿ ꪩꪾ ꪹꪎꪱ","kéo lê cái cột","cxđ. cxđ. cxđ. cxđ."
"ꪭꪴ꫁ ꪑ꪿ꪱꪉ","biết đi","đg. cxđ."
"ꪼꪅ꫁ ꪊꪰ꪿ꪉ ꪭꪴ꫁ ꪀꪽ","giờ mới hiểu nhau","tr. cxđ. đg. d."
"ꪫꪸꪀ ꪙ꫁ꪽ ꪭꪴ꫁ ꪀꪱꪥ ꪫ꪿ꪱ","việc đó biết thừa","d. d. cxđ."
"ꪔꪲꪙ ꪣꪳ ꪭꪴ꫁ ꪋ꪿ꪱꪉ","chân tay khéo léo","cxđ. cxđ."
"ꪭꪴ꫁ ꪻꪊ ꪛ꫁ꪱꪙ","biết tính bạn","cxđ. d."
"ꪀꪲꪙ ꪤꪱ ꪹꪄꪱ꫁ ꪭꪴ꫁ ꪊꪰꪀ ꪶꪁꪙ","uống thuốc vào tỉnh người","d. cxđ. d. cxđ."
"ꪀꪲꪙ ꪤꪴ꪿ ꪭꪴ꫁ ꪊꪰꪀ ꪶꪁꪙ","sống biết điều","cxđ. cxđ."
"ꪬꪱꪚ ꪻꪬ꫁ ꪭꪴ꫁ ꪊꪰꪀ ꪣꪳ!","nện cho biết tay!","d. cxđ. cxđ. UNK"
"ꪶꪩ꫁ꪣ ꪭꪴ꫁ ꪊꪰꪀ ꪹꪣ꪿","ngã cho biết thân","cxđ. cxđ."
"ꪭꪴ꫁ ꪊꪰꪀ ꪋꪴ꪿ ꪮꪽ","thông hiểu mọi cái","cxđ. cxđ. d."
"ꪭꪴ꫁ ꪣꪳ ꪕꪾꪚ ꪹꪊꪸꪚ","biết võ đánh đau","cxđ. cxđ. cxđ."
"ꪀꪱꪉ ꪁꪳꪙ ꪭꪴ꫁ ꪹꪣ꪿","đang đêm thức giấc","d. cxđ."
"ꪢꪱ ꪹꪬꪱ꪿ ꪭꪴ꫁ ꪹꪣ꪿ ꪄꪫꪱꪀ","chó sủa tỉnh giấc","d. cxđ. cxđ."
"* ꪭꪴ꫁ ꪼꪎ꫁ ꪭꪴ꫁ ꪔꪾꪚ","biết bụng biết dạ","SYM cxđ. đg. cxđ."
"ꪬꪺ ꪬꪮꪀ","đầu bạc","d. cxđ."
"ꪬꪺ ꪬꪮꪣ ꪀꪲꪚ","củ tỏi","d. cxđ."
"ꪬꪺ ꪎ꫁ꪺꪉ","cạp quần","d. cxđ."
"* ꪬꪺ ꪼꪀ꪿ ꪹꪏ ꪬꪱꪉ ꪋ꫁ꪱꪉ","đầu gà hơn đuôi voi","SYM d. d. cxđ. d. cxđ."
"ꪬꪺ ꪁꪾ꪿ ꪙꪰ꪿ꪉ ꪵꪮꪚ ꪎꪳ","ban tối ngồi học","cxđ. cxđ. cxđ."
"ꪬꪺ ꪻꪊ ꪔꪾ ꪹꪄꪱ꫁","tim đập","cxđ. cxđ. d."
"ꪬꪺ ꪻꪊ ꪝꪷ꪿ ꪵꪣ꪿","tấm lòng cha mẹ","cxđ. cxđ."
"ꪬꪺ ꪻꪊ ꪨꪱꪀ ꪀꪽ","tính tình khác nhau","cxđ. cxđ. d."
"ꪼꪫ꫁ ꪬꪺ ꪻꪊ ꪹꪥꪸꪒ ꪫꪸꪀ","để tâm trí làm việc","cxđ. t. cxđ."
"ꪬꪺ ꪻꪊ ꪝꪷ꪿ ꪼꪭ꪿ ꪵꪣ꪿ ꪙꪱ","đầu óc nông dân","cxđ. đg. cxđ. d. d."
"ꪬꪺ ꪻꪊ ꪬꪱꪙ ꪀ꫁ꪱ","tinh thần dũng cảm","cxđ. cxđ."
"ꪬꪺ ꪻꪊ ꪀ꪿ꪱꪙ ꪶꪚ꫁","tư tưởng cán bộ","cxđ. d. đg."
"* ꪬꪺ ꪻꪊ ꪢꪱ","chó đểu","SYM cxđ. d."
"ꪤ꫁ꪱꪙ ꪨꪱꪥ ꪬꪺ ꪻꪊ ꪔꪱꪥ","sợ quá mất hồn","đg. cxđ. cxđ."
"ꪹꪬꪸꪙ ꪹꪋꪸ꫁ꪙ ꪬꪺ ꪹꪯꪸꪭꪀ","thấy thế phì cười","đg. p. cxđ."
"ꪏꪳ꫁ ꪬꪺ ꪭ꪿ꪱꪉ ꪁꪫꪱꪥ","chỉ mua cái đầu không của con trâu","UNK cxđ. d."
"ꪠꪴ꫁ ꪬꪺ ꪭ꪿ꪱꪉ ꪹꪚꪱ꪿ ꪭꪴ꫁ ꪊꪰꪀ ꪤ꫁ꪱꪙ","kẻ ngông cuồng không biết sợ","cxđ. cxđ. cxđ. cxđ. đg."
"ꪬꪺ ꪬꪷ ꪛꪱꪥ ꪵꪮꪚ","phần đầu bài học","cxđ. d. cxđ."
"ꪎ꪿ꪱꪫ ꪮꪮꪀ ꪬꪺ ꪬꪷ","tìm ra đầu mối","cxđ. đg. cxđ."
"ꪬꪺ ꪹꪭ ꪝꪴ꪿ꪉ ꪼꪜ","mũi thuyền lao đi","cxđ. đg. cxđ."
"ꪜꪽ ꪕ꪿ꪮꪥ ꪬꪺ ꪹꪭꪙ","phân theo hộ; chia theo hộ gia đình","cxđ. cxđ. cxđ."
"* ꪬꪺ ꪹꪭꪙ ꪹꪠꪙ ꪹꪄꪱ꫁","cửa nhà gia thất","SYM cxđ. UNK d."
"ꪑꪲꪉ ꪕ꪿ꪮꪥ ꪬꪺ ꪵꪣꪉ ꪉꪺꪙ","ngắm theo đầu ruồi","cxđ. cxđ. cxđ."
"ꪹꪊꪸꪚ ꪚ꪿ꪮꪙ ꪹꪘꪱ꪿","đau ở bụng dưới","cxđ. d. cxđ."
"ꪶꪠꪙ ꪬꪺ ꪙꪾ꫁","mưa đầu nguồn","cxđ. cxđ."
"ꪚ꫁ꪱ ꪙ꫁ꪮꪥ ꪬꪺ ꪵꪐ","thằng bé đầu tóc lưa thưa","d. d. cxđ."
"ꪬꪺ ꪜꪱ ꪀ꪿ꪱ ꪹꪚꪱ꪿ ꪣꪲ ꪁꪫꪸꪙ","danh hão không có quyền","cxđ. cxđ. đg. đg."
"ꪬꪺ ꪜꪰꪀ ꪶꪩꪉ ꪘꪮꪉ","lộn đầu xuống ao","cxđ. cxđ. cxđ."
"ꪬꪺ ꪔꪱꪥ ꪤꪴ꪿ ꪹꪚꪱ꪿ ꪫ꪿ꪱ ꪎꪰꪉ","cười khì không nói gì","cxđ. p. cxđ. cxđ."
"ꪬꪺ ꪵꪔꪀ ꪚꪮꪀ ꪥꪱꪀ","cứng đầu khó bảo","cxđ. t."
"ꪬꪺ ꪹꪖꪷꪨꪒ ꪄꪳ꫁ꪙ ꪵꪜꪀ ꪹꪜꪸꪙ ꪚ꫁ꪱ","cười phá lên như điên","cxđ. cxđ. p. t. d."
"ꪑ꪿ꪱꪉ ꪬꪺ ꪼꪪ ꪼꪜ","bước đi lả lướt","cxđ. cxđ. cxđ."
"ꪢꪴ ꪮꪮꪀ ꪩꪴꪀ ꪹꪬꪱ ꪎꪱꪫ","lợn đẻ lứa đầu tiên","d. đg. cxđ. cxđ. t."
"ꪶꪕ ꪮ꪿ꪺꪥ ꪬꪺ ꪼꪎ꫁ ꪠ꫁ꪽ","chuyện tục cười đứt ruột","cxđ. cxđ. cxđ."
"ꪢꪱꪀ ꪣ꪿ꪺꪉ ꪵꪀ꪿ ꪬꪺ ꪶꪎꪙ","muỗm già thành sơ","cxđ. t. cxđ."
"ꪬ꪿ꪺ ꪹꪐꪸꪙ","săn cáo","cxđ. cxđ."
"ꪢꪷ꫁ ꪭ꪿ꪺ","nồi róc; nồi chảy","d. cxđ."
"ꪠꪮꪉ ꪭ꪿ꪺ","mưa dột","cxđ. cxđ."
"ꪒꪰꪀ ꪭ꫁ꪺ","cọc rào","cxđ. d."
"ꪭ꫁ꪺ ꪹꪭꪀ ꪮ꫁ꪮꪣ ꪹꪭꪙ","rào giậu quanh nhà","cxđ. cxđ. d."
"* ꪬꪴ꪿ꪀ ꪬꪴ꫁ ꪬꪴ꪿ꪀ ꪹꪬ꪿","tất ta tất tưởi","SYM cxđ. UNK cxđ."
"ꪐ꫁ꪱ ꪁꪱ ꪭꪴ꫁ꪀ ꪣꪳ","cỏ gianh cứa vào tay","cxđ. cxđ. t."
"ꪣꪲꪒ ꪭꪴ꫁ꪀ ꪭꪴ꪿ ꪊꪰ꪿ꪉ ꪄꪱꪒ","dao cứa mạnh mới đứt","cxđ. cxđ. cxđ. đg."
"ꪩꪱꪀ ꪭꪴ꫁ꪀ ꪭꪴ꪿ ꪼꪜ","lôi đi xồng xộc","cxđ. cxđ. cxđ."
"* ꪹꪥꪸꪒ ꪬꪴꪀ ꪹꪥꪸꪒ ꪙꪱꪀ","làm cửi làm canh","SYM cxđ. cxđ. cxđ."
"ꪑꪲꪚ ꪔꪴ꪿ꪣ ꪹꪄꪱ꫁","khâu túm vào","cxđ. cxđ. d."
"ꪣꪳꪒ ꪬꪴ꪿ꪣ ꪬ꪿ꪱꪣ","chạng vạng tối","t. cxđ."
"ꪬꪴ꪿ꪙ ꪵꪮ꫁ꪉ","hình ảnh; tranh ảnh","cxđ. d."
"ꪜ꫁ꪽ ꪬꪴ꪿ꪙ ꪶꪁꪙ","nặn tượng người","t. cxđ."
"ꪬꪴ꪿ꪙ ꪶꪁꪙ ꪹꪚꪱ꪿ ꪹꪥꪸꪒ ꪎꪰꪉ ꪼꪒ꫁","người ngợm làm gì được","cxđ. cxđ. cxđ. p. t."
"ꪹꪉꪷꪙ ꪻꪚ ꪭ꫁ꪮꪥ ꪣꪲ ꪬꪴ꪿ꪙ ꪙꪾ꫁","từ một trăm đồng có hình chìm","đg. d. cxđ. đg. cxđ."
"ꪬꪴ꪿ꪙ ꪹꪉꪱ ꪶꪔ ꪵꪣꪫ","hình thù con mèo","cxđ. t. d."
"ꪬꪴ꪿ꪙ ꪹꪉꪱ ꪶꪁꪙ ꪭꪰꪀ ꪹꪎꪉ","bóng dáng người thân thương","cxđ. d. cxđ."
"ꪭꪴꪙ ꪁꪫꪱꪥ ꪼꪫ꫁ ꪄ꫁ꪱ","cột trâu để thịt","cxđ. d. cxđ. đg."
"* ꪭꪴꪙ ꪶꪢ꪿ꪀ ꪭꪴꪙ ꪻꪊ","rối lòng dối ruột","SYM cxđ. cxđ. cxđ."
"ꪬꪴꪉ ꪵꪀꪉ","hâm canh","cxđ. đg."
"ꪡ꫁ꪱ ꪭꪴ꪿ꪉ","trời sáng","d. d."
"* ꪭꪴ꪿ꪉ ꪘ꫁ꪱ ꪣꪱ ꪔꪱ","rạng vẻ mặt mũi","SYM d. đg. đg. d."
"ꪭꪴ꪿ꪉ ꪹꪋꪱ꫁ ꪼꪜ ꪫꪸꪀ","sáng sớm đi làm","cxđ. cxđ."
"ꪼꪡ ꪭꪴ꪿ꪉ ꪋꪳꪀ","lửa đỏ rực","d. cxđ."
"ꪵꪗꪉ ꪶꪠ꪿ ꪭꪴ꪿ꪉ ꪹꪭ꪿ ꪵꪎꪉ ꪒꪸ꫁ꪙ","thành phố rực rỡ ánh điện","d. cxđ. cxđ. d. cxđ."
"ꪶꪁ꪿ꪉ ꪕ꫁ꪱꪉ ꪭꪴ꪿ꪉ ꪹꪭ꪿","công trạng chói lọi","cxđ. d. cxđ."
"ꪵꪜꪫ ꪵꪓꪙ ꪭꪴ꪿ꪉ ꪣꪮꪉ ꪣꪮꪉ","ngọn đèn le lói","cxđ. cxđ. cxđ."
"ꪒꪸ꫁ꪙ ꪭꪴ꪿ꪉ ꪻꪎ","điện sáng trong","cxđ. cxđ."
"ꪀꪺꪉ ꪹꪭꪙ ꪭꪴ꪿ꪉ ꪻꪎ","trong nhà hào nhoáng","d. d. cxđ."
"ꪭꪴ꪿ꪉ ꪻꪎ ꪻꪭ꪿ ꪚ꫁ꪱꪙ ꪹꪣꪉ","rạng rỡ cho đất nước","cxđ. cxđ. d."
"ꪜ꪿ꪮꪥ ꪭꪴ꫁ꪉ ꪶꪩꪣ","thả diều","cxđ. cxđ."
"ꪬꪺꪥ ꪹꪮꪱ ꪹꪋ꪿ꪉ","vơ của; khoắng của","cxđ. đg. cxđ."
"ꪬꪺꪥ ꪹꪉꪷꪙ ꪮꪮꪀ","chuồi tiền ra; khui tiền ra","cxđ. đg. đg."
"ꪹꪏ ꪕꪷ꪿ ꪻꪒ ꪬꪺꪥ ꪕꪾꪚ","thừa bao nhiêu vơ sạch","cxđ. cxđ. cxđ."
"ꪮꪱꪚ ꪙꪾ꫁ ꪬ꫁ꪺꪥ","tắm nước suối","đg. đg. cxđ."
"ꪕꪴ꫁ꪀ ꪕꪲ꪿ ꪭꪺꪥ ꪬꪮꪙ","khắp chốn hân hoan","cxđ. cxđ. cxđ. cxđ."
"ꪚꪮꪀ ꪚꪱꪙ ꪭ꫁ꪺꪥ","hoa ban tàn","đg. d. cxđ."
"ꪹꪯꪸꪣ ꪥ꪿ꪱ ꪭ꫁ꪺꪥ ꪵꪩ꫁ꪫ","bà cụ khuất rồi","cxđ. cxđ. cxđ."
"* ꪭ꪿ꪺꪣ ꪚ꫁ꪱꪙ ꪭ꪿ꪺꪣ ꪹꪣꪉ","cùng bản cùng mường","SYM cxđ. cxđ. d."
"ꪭ꪿ꪺꪣ ꪣꪳ꫁","trùng ngày","cxđ. đg."
"ꪭ꫁ꪺꪣ ꪼꪎ꫁ ꪮ꪿ꪮꪙ","chần ruột non","cxđ. cxđ. t."
"ꪬ꪿ꪺꪙ ꪶꪩꪉ ꪎꪲꪚ ꪹꪠꪷꪙ","hạ xuống mười phân","cxđ. cxđ. d. cxđ."
"ꪬ꪿ꪺꪙ ꪔꪲꪙ ꪎ꫁ꪺꪉ","rút ngắn gấu quần","cxđ. đg. cxđ."
"ꪬ꪿ꪺꪙ ꪭꪮꪚ ꪔꪮꪀ","nới bớt nuộc lạt","cxđ. cxđ. d."
"ꪼꪎ꪿ ꪭ꪿ꪺꪙ","trứng ung","cxđ. cxđ."
"ꪻꪚ ꪬ꪿ꪺꪉ","lá rụng","d. cxđ."
"ꪚꪮꪀ ꪬ꪿ꪺꪉ ꪹꪚ꫁","hoa rã cánh","đg. cxđ. d."
"ꪢꪱꪀ ꪣꪲ꫁ ꪬ꪿ꪺꪉ ꪀ꫁ꪱꪙ","mít tụt nõ","cxđ. cxđ."
"ꪭꪺꪉ ꪹꪄꪱ꫁","bông lúa","cxđ. d."
"ꪭ꪿ꪺꪉ ꪝꪱꪒ ꪎ꫁ꪺꪉ ꪹꪎ꫁","sào vắt quần áo","cxđ. cxđ. cxđ."
"ꪜꪲ ꪭ꫁ꪺꪉ ꪻꪁ꫁","năm tân hợi","d. cxđ. d."
"ꪬꪺꪚ ꪐꪲ꪿ꪉ ꪹꪐ꫁","hót rác","cxđ. cxđ."
"ꪬꪺꪚ ꪹꪮꪱ ꪫꪸꪀ ꪭ꫁ꪱꪥ","chuốc lấy cái xấu","cxđ. đg. d. t."
"ꪭꪺꪚ ꪎꪮꪉ ꪜꪸ꪿ꪉ ꪵꪜ꫁ꪙ ꪻꪎ꪿ ꪀꪽ","gộp chặt hai miếng ván vào nhau","cxđ. đg. cxđ. cxđ. cxđ. d."
"ꪹꪮꪱ ꪠꪰꪀ ꪻꪎ꪿ ꪄꪰ꫁ꪉ ꪬꪺꪒ ꪼꪫ꫁","để rau vào cái rổ","đg. d. cxđ. d. cxđ. cxđ."
"ꪬꪺꪒ ꪹꪄꪱ꫁","vo gạo","cxđ. d."
"ꪙꪾ꫁ ꪭꪺꪒ ꪔꪰ꪿ꪉ","nước vãi vào ghế","đg. cxđ. cxđ."
"ꪬꪴꪚ ꪀꪲꪙ","tham ăn","cxđ. d."
"ꪬꪴꪚ ꪬꪺꪥ ꪹꪋ꪿ꪉ ꪄꪮꪉ","vơ vét của cải","cxđ. cxđ."
"ꪬꪴꪚ ꪠꪴꪉ ꪎ꫁ꪺꪉ ꪹꪎ꫁","vá víu quần áo","cxđ. cxđ."
"ꪵꪀ꫁ ꪭꪴꪒ ꪹꪋꪀ","cởi múi dây","đg. cxđ. cxđ."
"ꪭꪴꪒ ꪹꪄꪱ꫁","tuốt lúa","cxđ. d."
"ꪭꪴꪒ ꪶꪕ ꪙꪳ꪿ꪉ","một câu chuyện","cxđ. cxđ. .cxđ"
"ꪚꪸ꪿ ꪘ꫁ꪱ ꪭ꫁ꪮꪙ ꪭꪴꪒ ꪭꪴꪒ","mặt nóng bừng bừng","d. đg. d. cxđ."
"ꪬꪱ ꪻꪊ ꪭꪳ ꪭ꪿ꪱ","thở hổn hển","cxđ. cxđ."
"ꪙꪰ꪿ꪉ ꪬꪱ ꪻꪊ ꪭꪳ ꪭ꪿ꪱ","ngồi thở ngắn than dài","cxđ. cxđ. cxđ."
"ꪹꪜꪸꪙ ꪹꪥꪸꪒ ꪭꪳ ꪫ꪿ꪱ ꪹꪚꪱ꪿ ꪹꪜꪸꪙ ꪹꪥꪸꪒ","nên làm hay không nên làm","t. cxđ. cxđ. cxđ. t. cxđ."
"ꪭꪳ꪿! ꪵꪠꪙ ꪹꪀꪒ ꪙꪲ꫁!","hừ! bọn nhóc này!","UNK cxđ. d. UNK"
"ꪑꪷ ꪭꪳ꫁ ꪼꪕ꪿ ꪹꪄꪱ꫁ ꪄꪳ꫁ꪙ","nhấc bổng bao gạo lên","cxđ. cxđ. cxđ. d. cxđ."
"ꪒꪱꪉ ꪙꪰ꪿ꪉ ꪔꪳ꪿ꪙ ꪭꪳ꫁ ꪄꪳ꫁ꪙ","đang ngồi vùng dậy","cxđ. cxđ. cxđ. cxđ."
"ꪢꪴ ꪶꪚ꫁ ꪭꪳ꫁ ꪭ꫁ꪺ ꪮꪮꪀ","lợn phá tung hàng rào ra","d. đg. cxđ. d. đg."
"* ꪹꪬ꪿ ꪼꪨ ꪼꪁ ꪥ꫁ꪮꪥ","mồ hôi chảy mồ kê rơi; mồ hôi mồ kê nhễ nhại","SYM cxđ. cxđ. d. cxđ."
"ꪀ꪿ꪮꪙ ꪹꪋꪷ ꪊꪲ꪿ ꪔꪱꪥ ꪹꪬ꪿ ꪡꪱꪒ ꪮꪮꪀ","trước khi chết toát dương","d. cxđ. cxđ. đg."
"ꪡ꫁ꪱ ꪵꪒꪒ ꪹꪭ꪿","trời hửng nắng","d. cxđ."
"ꪼꪡ ꪼꪢ꫁ ꪹꪭ꪿ ꪼꪜ","lửa cháy rực","d. cxđ. cxđ. cxđ."
"ꪹꪄꪱ꫁ ꪎꪴ꪿ꪀ ꪹꪭ꪿","lúa chín rộ","d. cxđ. cxđ."
"ꪒꪸ꫁ꪙ ꪹꪭ꪿ ꪋꪳꪀ","điện sáng rực","cxđ. cxđ."
"ꪒꪱꪫ ꪹꪕꪸꪉ ꪡ꫁ꪱ ꪹꪭ꪿ ꪤꪱꪀ","sao trên trời sáng trưng","cxđ. cxđ. d. cxđ."
"ꪋꪴ꪿ ꪚꪮꪀ ꪼꪄ ꪹꪭ꪿ ꪹꪭꪉ ꪵꪀꪣ ꪚ꫁ꪱꪙ","muôn hoa nở rực rỡ khắp vùng","cxđ. đg. đg. cxđ. UNK d."
"ꪚꪮꪀ ꪁꪱꪥ ꪹꪭ꪿ ꪹꪠꪸ꪿ꪉ","hoa đào nở rộ","đg. d. cxđ."
"ꪙꪱ ꪹꪭ꫁","ruộng hoang","d. cxđ."
"ꪹꪬꪸꪙ ꪹꪭ꫁","thường thấy","đg. cxđ."
"ꪒꪲꪙ ꪹꪭ꫁ ꪭꪱꪣ","đất hoang hóa","cxđ. d."
"ꪚ꫁ꪱꪙ ꪹꪭ꫁ ꪭ꪿ꪱꪉ","bản hoang phế","d. cxđ."
"ꪹꪥꪸꪒ ꪀꪲꪙ ꪁꪷ꫁ ꪭ꫁ꪱꪥ ꪬꪳ꪿ꪀ","làm thế cũng quá tệ","cxđ. d. p. t. cxđ."
"ꪈꪾ꪿ ꪹꪢꪸꪒ ꪬꪳ꪿ꪀ","nghĩ hết cách; nghĩ hết mức","cxđ. cxđ."
"ꪭꪳꪀ! ꪹꪮꪱ ꪙꪱ!","này! lấy đi!","UNK đg. UNK"
"ꪬꪳꪣ ꪼꪬ","vỉ chõ","cxđ. cxđ."
"ꪬꪳꪉ ꪕꪮꪉ","đàn môi bằng đồng","UNK cxđ."
"ꪹꪊꪸꪚ ꪹꪬꪀ","viêm lợi","cxđ. d."
"ꪬꪳꪙ ꪘ꫁ꪱ","giương cung","cxđ. đg."
"ꪎꪳꪚ ꪬꪳꪙ ꪬꪴꪀ","nối sợi ngang; nối canh","d. cxđ. d."
"ꪮꪱꪥ ꪭꪳꪙ","mùi hẵng; mùi he","d. cxđ."
"ꪀꪲꪙ ꪹꪠꪸꪒ ꪭꪳꪙ ꪩꪲ꫁ꪙ","ăn cay tê lưỡi","d. t. cxđ. d."
"ꪭꪳꪙ ꪻꪊ ꪫꪸꪀ ꪤꪸꪉ","đau xót việc riêng","cxđ. d. t."
"* ꪭꪳꪙ ꪼꪎ꫁ ꪭꪳꪙ ꪔꪾꪚ","rát ruột rát gan","SYM cxđ. cxđ. cxđ."
"ꪶꪁꪙ ꪵꪩ꪿ꪙ ꪭꪳ꫁ꪙ ꪭꪳ꫁ꪙ","người chạy rầm rầm","d. cxđ. cxđ."
"ꪵꪩ꪿ꪙ ꪄꪳ꫁ꪙ ꪭꪳ꫁ꪙ ꪭꪳ꫁ꪙ","tiến lên ào ạt","cxđ. cxđ. cxđ."
"ꪮꪱꪥ ꪬꪮꪣ ꪭꪳ꪿ꪉ ꪭꪳ꪿ꪉ","mùi thơm phưng phức","d. đ. cxđ."
"ꪒꪲ ꪹꪛꪸ꫁ꪉ ꪹꪭꪥ ꪮꪮꪀ","khỏi bệnh tỉnh táo","d. d. cxđ. đg."
